USERID;MAXV;MAXP;MAXWC;TRAIN_SIZE;TEST_SIZE;ACCURACYP;PRECISIONP;RECALLP;TRAIN_TIME;THEORY;NUMBER_WC;treshold;F1;F2;F3;F4;F5
27;5;5;3;105;105;0.8730158805847168;0.7622641722361246;0.782568613688151;225.854;:~ value(stufato,V1).[V1@4, V1]:~ value(forno,V1).[V1@5, V1]:~ category(1).[-1@2]:~ value(carne,V1), category(3).[V1@3, V1];4.0;0.0;0.0;0.01;0.03;0.3;1.8
28;5;5;3;105;105;0.8793651262919108;0.603132406870524;0.557497501373291;324.72;:~ value(pasta,V1).[V1@2, V1]:~ value(latticini,V1).[V1@3, V1]:~ value(carne,V1).[-V1@1, V1]:~ value(stufato,V1).[-V1@4, V1]:~ category(1).[-1@5];5.0;0.0;0.0;0.01;0.06;0.24;0.96
29;5;5;3;105;105;0.8730158805847168;0.6932588418324789;0.7421380678812662;472.558;:~ value(carne,V1).[V1@1, V1]:~ value(frittura,V1).[-V1@3, V1]:~ category(1).[-1@5]:~ category(4).[1@2]:~ value(erbe_spezie_e_condimenti,V1), category(3).[-V1@4, V1];5.0;0.0;0.0;0.01;0.02;0.12;0.6
30;5;5;3;105;105;0.8476190567016602;0.5289739767710367;0.5484613180160522;1346.38;:~ value(pasta,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[V1@5, V1]:~ value(carne,V1).[V1@2, V1]:~ value(frittura,V1).[-V1@4, V1]:~ value(forno,V1).[-V1@3, V1];5.0;0.0;0.0;0.01;0.1;0.6;3.6
31;5;5;3;105;105;0.8793651262919108;0.6990826924641927;0.7741013367970785;746.803;:~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1]:~ value(frittura,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@4, V1]:~ value(forno,V1).[-V1@2, V1]:~ value(carne,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.3;1.8
32;5;5;3;105;105;0.8666666348775228;0.7292099793752035;0.745560884475708;795.68;:~ value(latticini,V1).[-V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ category(3).[1@3]:~ value(forno,V1), category(4).[-V1@2, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.12;0.6
33;5;5;3;105;105;0.8349206447601318;0.6495252052942911;0.6765432357788086;1315.09;:~ value(frittura,V1).[-V1@1, V1]:~ value(verdure_e_ortaggi,V1).[-V1@2, V1]:~ value(latticini,V1), category(4).[V1@3, V1]:~ value(pasta,V1), category(3).[V1@4, V1]:~ value(farinacei,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.24;1.44
34;5;5;3;105;105;0.8920634587605795;0.7263439496358236;0.7503703435262045;424.452;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(carne,V1).[V1@1, V1]:~ category(3).[-1@2]:~ value(forno,V1), category(4).[V1@4, V1]:~ value(latticini,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;0.03;0.6;3.6
35;5;5;3;105;105;0.7904761632283529;0.5362007220586141;0.4851370652516683;1556.99;:~ value(pasta,V1).[-V1@2, V1]:~ value(carne,V1).[V1@1, V1]:~ value(forno,V1).[V1@3, V1]:~ value(farinacei,V1).[V1@4, V1]:~ category(3).[1@5];5.0;0.0;0.0;0.01;0.06;0.36;2.16
36;5;5;3;105;105;0.7968254089355469;0.714285691579183;0.6745708783467611;588.095;:~ category(5).[-1@2]:~ value(forno,V1), category(3).[V1@1, V1]:~ value(latticini,V1), category(4).[V1@4, V1]:~ value(carne,V1), category(4).[-V1@3, V1]:~ value(verdure_e_ortaggi,V1), category(4).[V1@5, V1];5.0;0.0;0.0;0.01;0.03;0.18;0.72
37;5;5;3;105;105;0.8857142925262451;0.6415459314982096;0.6323412656784058;399.005;:~ value(pasta,V1).[V1@2, V1]:~ value(latticini,V1).[-V1@3, V1]:~ value(frittura,V1).[-V1@5, V1]:~ value(forno,V1).[-V1@1, V1]:~ value(farinacei,V1).[-V1@4, V1];5.0;0.0;0.0;0.01;0.06;0.18;0.54
38;5;5;3;105;105;0.8666666348775228;0.7315919399261475;0.8097922007242838;371.981;:~ value(frittura,V1).[V1@4, V1]:~ value(forno,V1).[V1@5, V1]:~ category(4).[1@1]:~ value(farinacei,V1).[V1@3, V1]:~ value(latticini,V1), category(4).[-V1@2, V1];5.0;0.0;0.0;0.01;0.03;0.18;1.08
39;5;5;3;105;105;0.7460317611694336;0.5634278059005737;0.4328917662302653;563.01;:~ value(carne,V1).[-V1@1, V1]:~ value(frittura,V1).[V1@2, V1]:~ value(forno,V1).[V1@3, V1]:~ category(1).[1@5]:~ value(forno,V1), category(4).[-V1@4, V1];5.0;0.0;0.0;0.01;0.06;0.36;2.16
40;5;5;3;105;105;0.8476190567016602;0.5519217650095621;0.5564080874125162;509.825;:~ value(pasta,V1).[V1@3, V1]:~ value(verdure_e_ortaggi,V1).[-V1@5, V1]:~ value(carne,V1).[V1@1, V1]:~ value(frittura,V1).[V1@2, V1]:~ category(3).[1@4];5.0;0.0;0.0;0.01;0.06;0.36;1999999.876
41;5;5;3;105;105;0.8412698109944662;0.5345765352249146;0.5228757858276367;650.195;:~ value(pasta,V1).[V1@1, V1]:~ value(erbe_spezie_e_condimenti,V1).[-V1@4, V1]:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1).[V1@5, V1]:~ value(farinacei,V1).[V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;1.8
42;5;5;3;105;105;0.8666667143503824;0.6106125513712565;0.6578198273976644;1404.49;:~ value(pasta,V1).[-V1@2, V1]:~ category(4).[-1@1]:~ value(carne,V1), category(3).[-V1@3, V1]:~ value(carne,V1), category(4).[-V1@4, V1]:~ value(verdure_e_ortaggi,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;117647.04682;588235.29412;3529411.76471
43;5;5;3;105;105;0.7714285850524902;0.5584490696589152;0.5444838205973307;1955.31;:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1).[V1@5, V1]:~ category(4).[1@1]:~ value(farinacei,V1).[V1@4, V1];4.0;0.0;0.0;0.01;0.0;0.06;0.36
44;5;5;3;105;105;0.8539683024088541;0.6355871359507242;0.6355871359507242;883.315;:~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1]:~ value(frittura,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ category(3).[-1@4]:~ value(carne,V1), category(3).[-V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.3;0.9
45;5;5;3;105;105;0.8158729871114095;0.6094771226247152;0.5997669299443563;924.598;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(carne,V1).[V1@2, V1]:~ value(frittura,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[V1@4, V1]:~ category(4).[-1@5];5.0;0.0;0.0;0.01;0.1;2.0;9999989.77
46;5;5;3;105;105;0.8920635382334391;0.8180271784464518;0.8175203005472819;200.466;:~ value(frittura,V1).[-V1@2, V1]:~ value(farinacei,V1).[V1@1, V1]:~ value(forno,V1), category(4).[-V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[V1@4, V1]:~ value(carne,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;7.2
47;5;5;3;105;105;0.7968254089355469;0.5598905881245931;0.5414462089538574;1559.79;:~ value(carne,V1).[-V1@1, V1]:~ value(forno,V1).[V1@2, V1]:~ category(3).[-1@4]:~ value(forno,V1), category(4).[-V1@3, V1]:~ value(latticini,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;333333.31967;1666666.65833;4999999.975
48;5;5;3;105;105;0.8666667143503824;0.6106125513712565;0.6578198273976644;1298.05;:~ value(pasta,V1).[-V1@2, V1]:~ category(4).[-1@1]:~ value(carne,V1), category(3).[-V1@3, V1]:~ value(carne,V1), category(4).[-V1@4, V1]:~ value(verdure_e_ortaggi,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;117647.04682;588235.29412;3529411.76471
49;5;5;3;105;105;0.7714285850524902;0.5584490696589152;0.5444838205973307;1885.55;:~ value(carne,V1).[-V1@2, V1]:~ value(forno,V1).[V1@5, V1]:~ category(4).[1@1]:~ value(farinacei,V1).[V1@4, V1];4.0;0.0;0.0;0.01;0.0;0.06;0.36
50;5;5;3;105;105;0.8539683024088541;0.6355871359507242;0.6355871359507242;1039.95;:~ value(erbe_spezie_e_condimenti,V1).[-V1@3, V1]:~ value(frittura,V1).[V1@2, V1]:~ value(verdure_e_ortaggi,V1).[V1@1, V1]:~ category(3).[-1@4]:~ value(carne,V1), category(3).[-V1@5, V1];5.0;0.0;0.0;0.01;0.06;0.3;0.9
51;5;5;3;105;105;0.8158729871114095;0.6094771226247152;0.5997669299443563;905.256;:~ value(erbe_spezie_e_condimenti,V1).[V1@3, V1]:~ value(carne,V1).[V1@2, V1]:~ value(frittura,V1).[V1@1, V1]:~ value(verdure_e_ortaggi,V1).[V1@4, V1]:~ category(4).[-1@5];5.0;0.0;0.0;0.01;0.1;2.0;9999989.77
52;5;5;3;105;105;0.8920635382334391;0.8180271784464518;0.8175203005472819;214.4;:~ value(frittura,V1).[-V1@2, V1]:~ value(farinacei,V1).[V1@1, V1]:~ value(forno,V1), category(4).[-V1@5, V1]:~ value(erbe_spezie_e_condimenti,V1), category(4).[V1@4, V1]:~ value(carne,V1), category(4).[-V1@3, V1];5.0;0.0;0.0;0.01;0.06;0.36;7.2
53;5;5;3;105;105;0.7968254089355469;0.5598905881245931;0.5414462089538574;1461.01;:~ value(carne,V1).[-V1@1, V1]:~ value(forno,V1).[V1@2, V1]:~ category(3).[-1@4]:~ value(forno,V1), category(4).[-V1@3, V1]:~ value(latticini,V1), category(4).[-V1@5, V1];5.0;0.0;0.0;0.01;333333.31967;1666666.65833;4999999.975
